PID,Gender,Age,Handedness,Video Games,3D Environment,Immersive Tech,Condition,StressPrediction,NumberOfColors,C,Order,Trial duration,Time Spent assigning task,Idle Time,Portion of time worked,Team success,Team failure,Team Success Rate,Team Score,Team Score per task,Team Score per minute,CA_taskQueue,CA_currentStress,CA_futureStress,CA_testedStress,CA_strategy,CA_speed,mental,physical,temporal,performance,effort,frustration,stratChangeVisu,stratChangeOther,CurrentStressFB,FutureStressFB,TestedStressFB,colorPref,remarks
18,Female,24,Left-handed,3,1,1,5 Colors - With Prediction,With Prediction,5,4,2,572.958,351.948,221.01,0.5216666666666666,121.0,51.0,0.7034883720930233,132.17,0.7034883720930233,13.840805085189489,2,5,5,5,Same as before but taking into account the future stress level to discriminate between hard & easy task ,5,2,2,2,4,1,1,"Yes, it was easier to find the different type of operators (fast, slow) when you had predicted stress, it was more random to assess them without predicted stress ","Across the experiment I've become faster assigning tasks, taking less time to think ","Yes, otherwise you cannot foresee their futur level of stress with the task you are giving them","Yes, because it is hard to anticipate even with the current stress, with future stress you can deduce more easily the type of operator (fast vs slow) ","Yes, it also gives more information about the operator and allows to make more relevant task assignment decisions ",3 Levels (Left),The task should be assigned to the operator when the cube falls in between the basket and the operator 
19,Male,28,Right-handed,5,5,5,5 Colors - With Prediction,With Prediction,5,4,1,624.216,421.989,202.22700000000003,0.48999999999999994,169.0,4.0,0.976878612716763,169.85,0.976878612716763,16.32607943404206,2,4,5,5,"I waited until the current stress level was green before allocating a task and tried not to allocate any tasks that would go above the ""Yellow/Green"" level using the tested stress level.",3,3,2,2,4,3,1,"With the predictive feedback cues I would use them as a guide as to the real stress level, without them I would have to guess how assigning a task would affect the stress levels.",Generally I tried to just wait for the lowest stress levels before assigning tasks. So this remained the same throughout.,"Yes, in general I tried not to assign tasks to operators if their stress was anything other than green. This way I at least knew the stress wouldnt reach the red level.","Yes, knowing how high the stress will be after the tasks are completed told me what to expect and when I really couldn't assign more tasks to an operator.","Yes, tested future stress levels helped me to immediately undstand the effect the task would have on the stress level.",5 Levels (Right),"I wonder if the ability to assign ""rest breaks"" with similar feedback on the effect would provide a way to better understand how far into their current level of stress the operator is."
1,Male,29,Right-handed,4,5,4,5 Colors - With Prediction,With Prediction,5,4,4,532.923,183.167,349.756,0.5449999999999999,56.0,116.0,0.32558139534883723,56.06,0.32558139534883723,6.311605991859988,4,4,2,2,"Look for green, then throw. ",2,4,4,3,3,2,4,"I mostly focused on colour, rather than look into texture substantially. I mostly tried to look for most green in contrast to red. ","I focused more on speed towards the later half of the experiment, and was less concerned about easy vs. hard tasks - maybe because I was receiving more information (thus more green). ","Yes, to understand the current state of each worker. ","Its important, but I wouldn't say as important as current stress. ","Yes, I think it would help make decisions more carefully, although I wasn't super aware of it. ",5 Levels (Right),"I mostly focused on colour, so having more green or yellow reduced the stress of picking workers for me, but potentially it resulted in more stress in the workers, although I wasn't sure. "
20,Male,26,Right-handed,5,5,5,5 Colors - With Prediction,With Prediction,5,4,3,679.841,351.985,327.856,0.4583333333333334,170.0,2.0,0.9883720930232558,169.6,0.9883720930232558,14.968205801062307,3,4,3,5,"This time I tried giving multiple easier tasks to slower operators and hard to the faster, again not sure if it helped. ",4,2,2,1,2,2,1,"When I did not have a prediction, I think I found myself using the current stress as a timer, and settled on ""when it turns green, I add new tasks"", even though that was not fully optimal. I think the prediction caused me to be more accurate/careful about which tasks to assign.  ","Over the experiment I tried a few different combinatinos of assigning specific task types to operators speeds, though I did not find this made a difference beyond giving myself some amount of rigid structure to follow. Towards the end, I was more open to giving tasks to partially stressed operators due to the desire to finish the task quickly. ","As a base level feedback, I think this it is important, however I wonder if I only had predicted/tested values if I would still be able to safely assign tasks. ","Having this metric enabled me to be more accurate and careful about which operator I assigned to and when as it enabled me to plan ahead somewhat, versus simply using the current stress level as a trigger timer. ","I think this layered on top of the future stress level feedback to help me visualise the impact of each task, whereas without I am simply guessing and tend to revert back to the timer approach. ",5 Levels (Right),nan
21,Male,25,Right-handed,5,5,5,5 Colors - With Prediction,With Prediction,5,4,4,627.539,319.080,308.459,0.5116666666666666,130.0,42.0,0.7558139534883721,134.11999999999998,0.7558139534883721,12.823426113755477,2,3,3,4,"Same as before: dispatch hard tasks first, then easy task, but only give them to workers that would end up being in yellow, never higher than that.",2,4,3,4,4,3,4,"Yes, the predictions of the stress level becomes really useful and helped me optimize my assignment. Without it, I would never give a worker more than 1 task, especially if they were yellow, as I was afraid it would cause them to go in the red. With the prediction, I could confidently give my workers a larger task list (although not too big) because I knew that the tasks I chose would not make them go in the red.
However, I did not really change my strategy between the 3 and 5 colour conditions.",I don't think so no. My goal during the entire experiment was to keep the operators in the yellow.,"If you don't have access to prediction, yes, as it's the only way to measure stress and decide which task to assign. If you have access to the ""tested future stress"" then it almost becomes useless: as a manager, your decisions are based on ""what if I gave this person this task"" rather than ""in what state is my worker currently in"". If you have direct access to ""what if I gave my person this task"", then that's all you need. Otherwise, if you don't, it's important to know what state your worker is currently in so that you can estimate what state it will be in if you gave him a certain task.","Definitely useful, if you don't have access to ""tested future stress level"". Otherwise, not super useful. Same reasoning as in previous question.","Yes, it's the most important metric, see reasoning in previous questions.",3 Levels (Left),"Interesting experiement, although I'm not a fan of the task assignment interactions. Sometimes I would think I picked up easy tasks and they turned out to be hard ones, because it's kinda hard to know which one is actually gonna be picked up. In addition, it's hard to mistake a hard task with an easy one since the only thing that distinguishes them is the text on it; it'd be faster and less error-prone to have cubes of different colors.
Additionally, gravity would sometimes cause the cubes to fall in the wrong baskets. My ideal UI for this would be to have a pile of easy tasks on the left and a pile of hard tasks on the right.
Also: oculus's tracking is much better :p"
22,Male,28,Right-handed,5,4,4,5 Colors - With Prediction,With Prediction,5,4,2,646.328,419.732,226.59599999999995,0.49166666666666664,165.0,7.0,0.9593023255813954,165.06,0.9593023255813954,15.32287012167197,2,5,4,5,I tried to only pass tasks if it would get the avatar into green/yellow. Although sometimes I did cause them to go into the yellow. I waited for avatar to rest into full green.,4,3,3,3,1,3,2,I mainly always tried to focus on predicting if the task I would add would cause them to go into the red.,Not really but the ones with yellow/green combination helped a lot,Yes so you can see how the operator is going on the current task,Less important as the tested future stress seems to predict it mainly. At least I used it for predicting more,"Yes, this was the most helpful so I could prepare multiple tasks but not overload the operator",5 Levels (Right),I think 5 is the best balance of level as I can see when they are becoming tired and avoid overloading them with more tasks.
23,Male,24,Right-handed,4,4,3,5 Colors - With Prediction,With Prediction,5,4,1,683.484,320.114,363.37000000000006,0.49333333333333335,152.0,20.0,0.8837209302325582,153.35999999999999,0.8837209302325582,13.462787717049702,2,4,4,5,I tried to limit the tested stress level to the yellow level (mainly keep it under this),3,3,2,1,2,2,1,yes because I had different indications,no,yes ,not really,very much indeed,5 Levels (Right),l'éternité c'est long surtout vers la fin
24,Male,29,Left-handed,4,3,1,5 Colors - With Prediction,With Prediction,5,4,3,628.954,413.533,215.42099999999994,0.48500000000000004,167.0,5.0,0.9709302325581395,164.72,0.9709302325581395,15.713708792693904,1,1,1,5,wait for tested stress level to be green or green/yellow,2,2,1,3,4,2,1,"yes, but in the end I based the assignation only on the (future) stress level","yes, be less in a hurry as time was not a factor",yes just for the information,I don't know,yes because this is what we want to know to assign tasks,5 Levels (Right),nan
25,Female,27,Right-handed,2,5,4,5 Colors - With Prediction,With Prediction,5,4,4,671.008,358.352,312.65600000000006,0.5033333333333333,143.0,29.0,0.8313953488372093,140.2,0.8313953488372093,12.536363202823214,5,5,5,5,Same as before.,5,5,5,3,4,5,3,I did not change anything. I test the water first then proceed to figure how things work and later make my decisions.,"I did not change anything. Even without the stress feedbacks, with my testing prior actual study condition, I could figure out somewhat how to play",Yes. This is a good indicator for decision making,Yes. This is a good indicator for assesment. ,Yes. This is a good indicator for assesment and decision making because it shows the possible outcome.,5 Levels (Right),nan
26,Male,27,Left-handed,4,2,2,5 Colors - With Prediction,With Prediction,5,4,2,799.961,498.164,301.797,0.40833333333333327,166.0,6.0,0.9651162790697675,168.24000000000004,0.9651162790697675,12.618615157488929,5,4,5,4,I first tried to determine which worker stress increase the most with the hard task. Then I tried to identify which worker are the faster to complete the task. During the session then I tried to assign hard tasks only to the worker whose stress increase slowy and to give a lot of easy task to the workers that work fast. ,4,4,2,4,4,3,2,"Yes I changed my strategy when I was only having the current stress feedback since I could not know beforehand the evolution of the worker stress. Thus I tried first to identify how the stress of the workers change by giving them hard task and see how the color change and how long they would need to recover. I tried to do it 2 by 2 compare to the other session when I had this information available and where I could directly test each worker. I feel like it took me longer to determine the characteristics of the team with solely this information, but at the same time it was way clearer to use this information solely in my decision making process.",I fee like I did learn over the different sessions and improve my skills. I would say that my last session was way better than my first one because I knew what to expect in terms of resting time and what to do to reduce it. My overall strategy did not changed much but I was just better at it I would say.,Yes it is very important because for me it was the principal information I used to decide how to assign the taks. If a worker is too stresses I will loose more time on the long term by giving him a task or a hard task.,I think the future stress is also important but more for the planning part in the sense that based on the future stress I was able to organize multiple task to assign instead of one task only based on the current stress. It did help a lot to learn how the team behave against stress and to then adapt my management.,"I think out of the 3 type of stress, the tested future stress was the one that less help me to complete the task or to make decision. It is still important but I was putting way more empathy on the 2 previous type of stress already so I did not really used it.",3 Levels (Left),Great job!
27,Male,27,Right-handed,4,5,5,5 Colors - With Prediction,With Prediction,5,4,1,597.625,421.959,175.666,0.47,170.0,2.0,0.9883720930232558,168.69,0.9883720930232558,16.93603848567245,3,2,2,5,My strategy was to keep the users stress green to improve efficiency.,3,2,3,2,2,2,2,Yes. When I had the tested stress I was primarily relying on that to assign tasks & try to keep it in the green. When I was depending on the current stress it required abit more guesswork to figure out when to assign tasks.,I don't think so.,Not really (if you have the tested stress).,Not really (if you have the tested stress).,Yes. Because it allowed me to better understand when to assign tasks to operators.,5 Levels (Right),nan
28,Male,24,Right-handed,5,5,5,5 Colors - With Prediction,With Prediction,5,4,3,635.440,238.339,397.10100000000006,0.5033333333333333,125.0,49.0,0.7183908045977011,136.26,0.7183908045977011,12.866045574719877,5,5,5,5,"Assign 1 hard and 1 easy task to each worker that is on intermdiate green-yellow stress level, and then keep adding until they had full yellow. Tried not to let anyone be fully green stress",1,1,1,1,3,1,1,"Without future stress I changed from ""Max out their stress until it's about to hit red"" to ""Let them relax until they hit green-yellow""","I focussed more on keeping stress levels down than keeping work up, resulting in longer experiment run time","Yes, knowing how stressed they are currently helps to know how long it will take for them to relax and get onto other tasks","Yes, knowing how stressed they are going to be in the future helps to not assign tasks to someone who is yet to feel the stress of their current workload","Yes, knowing how stressed they are going to be if you give them the task you are holding helps to minimise overall stress",5 Levels (Right),"Although I liked having the future predicitons, I scored higher without having them and only having the intermediate colours"
2,Male,33,Right-handed,5,5,5,5 Colors - With Prediction,With Prediction,5,4,2,562.766,270.792,291.974,0.5066666666666667,154.0,18.0,0.8953488372093024,148.37,0.8953488372093024,15.818652868154794,4,4,4,5,If a operator's tested stress level would start to go red I wouldn't try to give them a hard task but opt to give it to someone else,3,3,4,3,2,3,2,"Yes I did, If I could relly on the tested stress I would as this would allow me to ensure my operators wouldn't run it to issues halfway though thier tasks. For the other versions I let them go up to red on a ring then I would let them rest. The tested stress would also give me a clear cue when it was time to give them a  easy task. ","Not really, I used to training to work out how the visulizations worked and I these strategies worked for the most part. ",If I know my operators are currently stressed I am aware that I need to give them some space and leave them alone for a while. ,This one is useful as it allows me to plan ahead while I am giving tasks to my other operators,This one is very useful as it lets me know to some degree what is the chance of this task being completed successfully if I give it to this operator. ,5 Levels (Right),"Very well made and a good study, "
3,Female,29,Right-handed,1,4,4,5 Colors - With Prediction,With Prediction,5,4,1,616.448,235.732,380.716,0.47666666666666657,164.0,8.0,0.9534883720930233,161.8,0.9534883720930233,15.74828696013289,5,1,1,1,"I only looked at the color of the circle. If the circle is green which means they are ready to do next tasks. I also assign the tasks difficulty level based on their stress level. If they are yellow to green, then I'll try to assign the easy task. If they are completely green, then I'll try to assign hard tasks. ",5,4,4,1,1,3,1,"no, i didn't change the strategy. I only wait the people to finish their job, then assign the next task to them. If there is any time limitation, then my strategy might change. But, without the time limitations, so i can just do it slowly wait it to finish, then only assign the next tasks based on their current stress level. ","No. same color same level of tasks. as long as it is not green, then it means i'll assign the easy tasks. ","Yeah, current stress helps to understand once they finish their job, are they eligible to do the next hard tasks or easy tasks. Honestly, while they complete the tasks, the stress level, I didn't care. ","Future stress would help when there is a time limitations. Like when the boss/manager need to assign the job as soon as possible, and leave, then the future stress would help the manager to decide if they want to assign hard or easy tasks. or it would work when they have to assign more than 2 tasks at a time. ",Not sure about this one. I didn't check it. ,3 Levels (Left),"3 levels would help under current situations, when we have the time limitations, then I think 5 levels might help the managers to decide what kind of task they want to assign it to them and how many maybe. "
4,Female,26,Right-handed,2,4,4,5 Colors - With Prediction,With Prediction,5,4,3,552.025,339.839,212.18599999999998,0.5266666666666667,78.0,94.0,0.45348837209302323,73.08,0.45348837209302323,7.943118518183054,2,4,4,4,Gave the hard tasks to the less stressed operators ,2,2,4,2,3,2,1,"Not particularly, My strategy was to assign hard tasks to fast working and less stressed operators","I didn't have to change my strategy but for one condition(texture and future prediction), I couldn't figure out the fast and slow operators, so I solely relied on the stress levels.","Yes, It shows if we should asign them any more tasks or not","Yes, It helps in deciding if we should assign them an hard or easy task","Yes, It shows if we should assign them any more tasks or not",3 Levels (Left),Although 5 stress levels were insightful but they were overwhelming.
5,Male,28,Right-handed,5,5,5,5 Colors - With Prediction,With Prediction,5,4,4,611.141,354.428,256.71299999999997,0.4833333333333334,169.0,3.0,0.9825581395348837,168.97,0.9825581395348837,16.588970466717175,5,5,5,5,Firstly assign hard tasks to the operators that have fully rest. Assign tasks one by one. ,2,4,4,4,2,3,1,"yes, when I can forecast the stress level, I intend to plan the assignment before they finish the tasks. ",Because the stress level forcast can only calculate one operator's stree level based. I have to use one hand to assign tasks. ,"Yes, becase so that I can have a straight forward impression of what level they are. ","yes, so I can plan the assignment before they finish the tasks. ","Not really, because it can only calculate one operator's stress level. It has a little bit conflit to  my habit that I used to assign tasks to different operators at the same time with two hands. ",5 Levels (Right),Not really. 
6,Male,25,Right-handed,3,2,1,5 Colors - With Prediction,With Prediction,5,4,2,642.599,407.407,235.19200000000006,0.5033333333333333,166.0,6.0,0.9651162790697675,163.57,0.9651162790697675,15.27266615727693,3,4,2,4,"de limiter ""tested stress level au jaune",4,2,4,2,4,2,2,"Oui, je regardais pas le meme indicateur, et dans le mode avec moins d'indicateur , j'apportais plus d'interet aux travailleurs rapide ","oui, je laissais plus de temps de pause. dans la derniere experience mon objectif etait de ne pas depasser le jaune dans le dernier cercle. mais de donner des taches quand le cercle au milieu etait vert. ","yes, c'est très important de connaitre l'etat du travailleur","je n'ai pas trop regardé, car je me concentre sur le ""tested future stress"" . ",le plus important pour moi. la strategie global etait de se concentre de ne pas depasser l'etat moyen-bas.,5 Levels (Right),"Il est peut-etre interresant de savoir combien de fois un travailleur a ete dans le rouge. 

Mais il aurait pu etre utiliser au bout de la troisieme utilisation. "
7,Male,24,Right-handed,2,5,4,5 Colors - With Prediction,With Prediction,5,4,1,679.224,409.693,269.53100000000006,0.49500000000000005,167.0,6.0,0.9653179190751445,164.77,0.9653179190751445,14.555139394367691,1,5,5,5,Use the different stress levels to decide the assignment.,2,2,1,1,2,2,1,I always wanted to make sure that either the futur visual stress or the current one were either in green or in green/yellow.,"In the 2 last tests, I considered the speed of the operators to assign tasks in addition of the stress feedbacks.","In the experiment, it is important in order to have the highest score. In the real life, the stress acts on the performance of the person so this one becomes less performant.","Yes for the same reasons, and also because a team manager able to know the future level of stress of everyone will be able to optimize the work of the whole team.","In the experiment, it is useful in order to assign either a hard task or an easy one.",5 Levels (Right),Well done!
8,Female,22,Right-handed,3,4,2,5 Colors - With Prediction,With Prediction,5,4,3,722.643,377.454,345.189,0.47333333333333333,169.0,4.0,0.976878612716763,170.83,0.976878612716763,14.183767088313317,4,5,5,5,"Never give a task to an operator if the maximum futur state is not green, so give more time to the operators, but also have a task in a hand, to be prepared to give it as soon as an operato is ready to handle it with no stress",5,3,4,4,4,4,2,"Yes, with more visibility of the futurs states, I was able to distribute better the task, and to avoid rushing the thing","Yes, with the experimet, I really learn that if you want to make a good score, you really have to take time for your operators to rest, and to remember as good as possible the level of difficulty I gave them before to better adapt the next one.","Yes because it alloxs you to change your strategy in the middle of the situation, better flexibility and way to improuve","Yes, so that you can always stay in green","Same, to always stay in green",5 Levels (Right),"Really interesting, just, we can't see all the operators at one, but maybe it is on purpose"
9,Female,22,Right-handed,5,4,4,5 Colors - With Prediction,With Prediction,5,4,4,631.516,387.750,243.76599999999996,0.52,119.0,53.0,0.6918604651162791,121.12,0.6918604651162791,11.507546918842912,1,1,2,5,la mÃªme chose que pendant la prÃ©cÃ©dente mais parfois je confiais des taches qui faisait monter le stress a mi jaune mi rouge  ,1,3,2,2,4,3,2,oui j'ai arrêté de regarder le niveau de stress actuel et le défilé des taches à partir du moment où je pouvais voir le niveau qu'atteindrais l'opérateur avec la tache que j'avais dans la main,no,oui cela est intéressant dans l'optique où à la place des opérateur il y aurait des vrais personnes cela n'influencerais pas beaucoup la stratégie mais il serait important de connaitre ce paramètre.,oui car cela permet de prévoir à l'avance la stratégie à employer plus tard,oui car cela permet d'assigner plus efficacement les taches aux opérateurs en gérant mieux leur niveau de stress.,5 Levels (Right),nan
