PID,Gender,Age,Handedness,Video Games,3D Environment,Immersive Tech,Condition,Presentation,Stress feedback,C,Order,Trial duration,Time Spent assigning task,Idle Time,Portion of time worked,Team success,Team failure,Team Success Rate,Team Score,Team Score per task,Team Score per minute,stress,queue,compl,allcompl,hist,portion,success,score,rank_stress,rank_queue,rank_compl,rank_allcompl,rank_hist,rank_portion,rank_success,rank_score,strategy,speed,mental,physical,temporal,performance,effort,frustration,frequency,simple,easy,support,integration,consistency,learning,intuitive,confident,prerequisites,taskQueue_pref,currentTaskCompl_pref,allTasksCompl_pref,taskHistory_pref,portionWorking_pref,success_pref,score_pref,stress_pref,strategyChange,stressFB,stressErrorCheck,prefLiteral,prefSymbolic,combinations,remarks
111,Male,28,Right-handed,5,4,5,Symbolic No Stress,Symbolic,No Stress,4,4,472.790,200.501,272.289,0.6599999999999999,46.0,127.0,0.2658959537572254,42.12,0.2658959537572254,5.345290721038938,N/A,4,3,5,3,3,4,4,N/A,4,1,5,7,6,2,3,Tried to see which operators were close to finishing and give them tasks. Later I started to look at success rate instead. ,3,3,4,2,4,3,3,4,4,4,4,4,4,4,4,4,4,Symbolic with Stress,Literal without Stress,Literal with Stress,Literal without Stress,Symbolic with Stress,Symbolic with Stress,Symbolic without Stress,Symbolic with Stress,"Conditions with stress indicators I tended to assign tasks to operators that were the least stressed. Stress (symbolic) made me more empathetic towards the operators than other conditions; however, tasks were more stressful to manage. ","Yes, to be empathetic towards operators; otherwise they can get overworked. ",No,It made me look less toward the stress levels and maybe more throughput of tasks were achieved - I can't be sure though.,Made me more empathetic towards the operators. ,Probably stress visualisation.,The representation of task management was interesting (using VR) and throwing tasks in an embodied way. 
112,Female,29,Right-handed,2,4,4,Symbolic No Stress,Symbolic,No Stress,4,2,530.670,231.087,299.58299999999997,0.6216666666666667,33.0,141.0,0.1896551724137931,32.22,0.1896551724137931,3.642941941319464,N/A,3,1,5,1,1,5,5,N/A,3,4,5,1,2,7,6,"assign the tasks based on the success rate and score. the higher the success rate, the more tasks i assigned to them. When the success rate is same, then i assign based on the score. ",1,5,5,1,1,4,1,5,5,5,5,5,5,5,3,5,4,Literal with Stress,Symbolic without Stress,Symbolic with Stress,Literal with Stress,Literal without Stress,Literal with Stress,Literal with Stress,Literal with Stress,"yes, then there is not stress level showing, then i have to rely on the increasing and descreasing of the success level to judge it. when it have the stress level then i will rely on the stress level and success level without assign some testing tasks to make the judgement. ","yes, it will tell if the success rate increasing or decreasing ",No,"the stress level and success rate, and score ",all completion tasks bar and current completion ,all the completion task and current task ,"would be better to highlight the final task success score is based on the success rate in the game. personally, I would prefer the combination of the literal and symbolic such as success rate, score and stress using literal but the all completion tasks and current tasks using symbol. I feel the timer to reduce to which level could change to the symbolic, because it is less likely will read them all at once for me. having a visual assistant would help rather than reading them. "
113,Female,33,Right-handed,4,4,4,Symbolic No Stress,Symbolic,No Stress,4,1,828.608,227.181,601.4269999999999,0.44500000000000006,72.0,103.0,0.4114285714285714,59.72,0.4114285714285714,4.3243608557967095,N/A,3,1,4,1,2,5,5,N/A,3,1,7,2,4,5,6,I see who is sitting and waiting to be assigned first (all task completion). then i check whos bar charts (success and score) is higher. i assign tasks based on those criteria.,3,3,4,3,2,3,3,4,4,4,3,4,5,3,3,4,3,Literal without Stress,Symbolic without Stress,Literal without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic with Stress,yes. i usually look at stress level first when its available then the score and success when stress is not available. I think stress level is usually very visually dominating to me so i am dawned to see it more often but it also help me judge how my operator works. Success and score would be the second items i refer to equally as it tells me how i should assign tasks to each operator.  i sometimes looks at current task and history to evenly distribute them but i don't find it crucial and i only do that when my operators are all loaded.,yes. it is something i primarily rely on because its visually easy to understand as a reference. but i think anything that is design visually dominating to me among stress/success/score i will pay attention to all three.,Yes,no,yes,"i like task queue literal, stress level success and score symbolic. so when i refer to those it doesnt cover up the entire screen which sometimes is distracting and visually exhausting. to the point sometimes i shut down and go blind on certain information i found too ""busy"".",I think its a very interesting task and system. i personally think the visual design might have influenced how i prioritize information as they are not equally distributed the same size/color/motion so certain information gets my attention. but if you wanted to emphasize certain information i think its a good design to capture my attention on stress level for sure. :P
114,Female,54,Right-handed,2,1,1,Symbolic No Stress,Symbolic,No Stress,4,3,642.815,284.021,358.79400000000004,0.5116666666666666,94.0,80.0,0.5402298850574713,88.28,0.5402298850574713,8.240006844893164,N/A,1,4,3,2,1,5,5,N/A,3,5,1,4,2,7,6,Score and success,3,4,1,1,3,3,1,1,4,3,4,3,3,4,3,2,4,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Literal with Stress,Literal with Stress,Literal without Stress,Symbolic with Stress,Symbolic with Stress,"yes, stress became more important in the last scenario, when it was represented visually","Yes, as it's linked to success of tasks completed, as well as operator safety and wellbeing",Yes,Success and scores,stress,Symbolic stress and literal success and scores,"I couldn't read some fields during the simulations, e.g. time to complete task and task history. The tasks were clearly explained to me. All the best with the research!"
115,Male,24,Right-handed,5,4,4,Symbolic No Stress,Symbolic,No Stress,4,4,855.618,680.730,174.88800000000003,0.38166666666666665,166.0,9.0,0.9485714285714286,169.04,0.9485714285714286,11.853888066870962,N/A,1,1,1,1,1,5,5,N/A,5,4,2,3,1,7,6,distribute task one at a time and let them rest in between,2,2,1,1,4,2,3,1,5,1,5,3,3,1,2,3,3,Literal without Stress,Symbolic without Stress,Symbolic without Stress,Literal without Stress,Symbolic without Stress,Symbolic with Stress,Symbolic with Stress,Literal with Stress,"yes, I was changing according to the different prompt","yes, having feedback from the operator allows us to tell if he can work more or rest.",No,better for unnecessary component since it takes less space and more accurate for stress ,easier to tell what it is with a rapid look,none,nan
116,Male,36,Left-handed,4,4,4,Symbolic No Stress,Symbolic,No Stress,4,2,630.966,382.922,248.04399999999998,0.5283333333333333,63.0,112.0,0.36,62.589999999999996,0.36,5.9518262473730745,N/A,4,3,3,4,3,5,5,N/A,5,1,2,4,3,7,6,Depend on the success rate chart and dispatch tasks.,4,5,4,4,2,2,4,2,4,4,3,4,4,4,4,4,4,Symbolic with Stress,Symbolic with Stress,Literal with Stress,Symbolic with Stress,Literal with Stress,Literal with Stress,Literal with Stress,Symbolic with Stress,"Without stress level, I assigned the tasks based only on the success rate and score.","In order to increase the success rate of the tasks, the stress level is only indicator.",Yes,It is easy to notice the success/failure and score.,It is easy to notice task history and task queue. (easy to load balancing of tasks),"Literal condition (success/failure, score), Symbolic condition (task history, queue, stress level)",nan
117,Male,33,Right-handed,5,5,5,Symbolic No Stress,Symbolic,No Stress,4,1,714.064,322.540,391.52399999999994,0.4683333333333333,100.0,73.0,0.5780346820809249,101.93,0.5780346820809249,8.56477850724865,N/A,2,2,2,1,3,4,3,N/A,5,6,4,7,2,1,3,"I looked at success rate and portion of time working, then tried to use them  both to calculate if I should assign another task.",1,3,3,3,3,4,4,2,4,3,4,4,4,4,4,4,4,Literal without Stress,Literal without Stress,Literal without Stress,Literal without Stress,Literal without Stress,Literal without Stress,Literal without Stress,Symbolic with Stress,"Yes, the only thing you really needed with the stress conditions is stress. Without stress I needed to rely on a combination of other components.","Yes, it makes it a lot easier to assign tasks to get the maximum score",Yes,Numbers make it easier to read.,The stress graph had a time aspect to it.,I would remove everything except the stress graph because that is all that is needed - and I like the stress graph more than just the number. The rest is just clutter when the stress indicator exists.,nan
118,Male,26,Right-handed,5,5,5,Symbolic No Stress,Symbolic,No Stress,4,3,605.781,537.096,68.68499999999995,0.5533333333333333,77.0,99.0,0.4375,75.8,0.4375,7.507663660629833,N/A,3,4,4,1,4,5,5,N/A,7,6,4,5,3,2,1,I identified the fast workers and then gave them move time in between task assignment. I gave the slow workers more tasks.,5,4,3,4,3,4,1,5,4,4,5,5,5,4,4,3,4,Symbolic without Stress,Literal without Stress,Literal without Stress,Symbolic without Stress,Literal with Stress,Literal with Stress,Literal with Stress,Literal with Stress,When there was a stress indicator I only used that to distribute tasks. When there was no stress indicator I used the failure/score to indicate when to assign a task and when to wait for their stress level to reduce.,"Yes. Although it felt like ""cheating"" a bit because in the real world you wouldn't be able to see the stress level of workers. Its important for these tasks I think because I could more easily balance out the task work load.",Yes,I think I can understand percentages and numbers (especially success / score) a lot easier than pie graphs.,The stress level graph was clearer to read for me than a simple percentage number and I could also see a bit in the past of their stress level.,Symbolic Stress + Literal everything else. (And maybe keep the stress percentage on the symbolic stress as well).,nan
119,Male,28,Right-handed,5,5,4,Symbolic No Stress,Symbolic,No Stress,4,4,524.983,256.330,268.65299999999996,0.6416666666666667,31.0,144.0,0.17714285714285713,29.480000000000004,0.17714285714285713,3.3692519567300283,N/A,3,3,2,3,3,4,4,N/A,1,3,2,4,5,7,6,I attempted to assign tasks to those with a higher success rate.,2,4,2,2,3,3,4,3,3,2,2,4,4,4,4,2,3,Literal with Stress,Literal with Stress,Literal with Stress,Literal with Stress,Literal with Stress,Literal with Stress,Literal with Stress,Literal with Stress,For the conditions that had stress levels i assigned tasks based on operator stress levels and for conditions without stress levels i assigned tasks based on success rate.,It helps to decided who to assign tasks,Yes,Having the written information available to read quickly,the boxes looked cool,Literal with the addition of the graph,nan
120,Male,29,Right-handed,4,2,4,Symbolic No Stress,Symbolic,No Stress,4,2,737.809,378.873,358.936,0.43333333333333335,122.0,53.0,0.6971428571428572,118.74,0.6971428571428572,9.656157623449971,N/A,4,4,4,5,4,5,5,N/A,4,5,7,3,6,1,2,Pay attention on strength and weakness of operators,4,4,2,2,2,4,4,5,4,4,4,4,4,4,4,4,3,Literal without Stress,Literal without Stress,Literal without Stress,Symbolic without Stress,Symbolic with Stress,Literal without Stress,Literal without Stress,Literal without Stress,Yes I focus more on recognizing each participants' strength and weakness without stress indicator. Because I do not have a clear feedback about the stress level of operators reacting to an assigned task. ,Yes. It is a very useful metric to reflect an employee's competency to different task.,Yes,Communication between supervisor and operators. Have a better insight of operators' stress level.,Real time monitoring their stress level in the workplace to better understand their status. ,I would prefer both symbolic and literal stress indicator. It helps me better understand the status of each operator in a team. ,nan
121,Male,24,Right-handed,5,5,5,Symbolic No Stress,Symbolic,No Stress,4,1,722.735,408.329,314.406,0.4649999999999999,144.0,31.0,0.8228571428571428,148.4,0.8228571428571428,12.319868278137907,N/A,3,1,2,2,4,5,4,N/A,4,3,1,2,5,7,6,"I was looking on the portion of time working. If it seemed good enough for a specific operator then I would give them another task. I would estimate in my head the best ""portion of time working"" value for each operator based on feedback from the ""success/failure"" and ""score"" values.",3,4,3,3,3,4,2,3,5,5,5,5,1,5,5,4,5,Literal with Stress,Symbolic with Stress,Symbolic with Stress,Literal with Stress,Symbolic without Stress,Literal without Stress,Literal without Stress,Symbolic with Stress,"My strategy changed in every condition I believe, depending on the available information (stress or no stress), but also because of how fast and how easy it was to read the information.",Definitely yes. Especially the graph. Tells how fast operators begin stressing and makes it much easier for the manager to choose to give tasks to.,No,Some information were easier to read.,Stress graph!!,Keep non-crucial information (such as task history) as text - everything else should be visual,"Pretty cool simulation! My only concerns were framerate and the cubes. The low framerate made me a bit sick, and the cubes were a bit hard to handle - throwing them would sometimes fail and also their constant movement when there are too many of them is distracting. I'd also disable any feedback (particles+vibration) *unless* it actually hits an operator or fall into a basket (as a confirmation if you will).
Other than that, had fun playing around with it :p"
122,Male,26,Right-handed,4,4,4,Symbolic No Stress,Symbolic,No Stress,4,3,599.399,236.834,362.565,0.5733333333333334,83.0,90.0,0.4797687861271676,79.67,0.4797687861271676,7.97498827992706,N/A,3,3,2,4,3,3,3,N/A,3,5,1,6,2,7,4,the successful rate,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,Symbolic with Stress,Literal with Stress,Symbolic with Stress,Literal without Stress,Symbolic with Stress,Symbolic without Stress,Symbolic without Stress,Symbolic with Stress,"no, i always keep tracking the successful rate and the stress, and it help me a lot ","yes, when the stress goes up, i can see the successful rate goes down, and if i don't have the feedback on the stress, the only matrix is the successful rate and the task queue. ",Yes,"task queue, success/failure, score",stress,"stress, success/failure ",nan
123,Male,51,Right-handed,2,2,2,Symbolic No Stress,Symbolic,No Stress,4,4,660.673,620.204,40.46900000000005,0.5483333333333333,48.0,128.0,0.2727272727272727,51.120000000000005,0.2727272727272727,4.642538744583176,N/A,4,4,4,3,5,5,5,N/A,4,1,3,2,6,5,7,"Maximize score while allocating tasks by inferring stress level by the portion of time and history, try to memorize also the of choice on the score (increase or decrease)",5,4,2,2,3,3,1,3,3,4,4,4,4,3,3,4,3,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Symbolic without Stress,Literal without Stress,Literal without Stress,Symbolic with Stress,Yes. Try to guess the stress and the probability of increasing score with other information such as portion of time and task queue,Yes to guess the positive impact of the task allocation on the score,Yes,Score value,curve of stress with colors,keep literal score and stress curve,nan
124,Male,27,Right-handed,5,5,5,Symbolic No Stress,Symbolic,No Stress,4,2,774.697,720.896,53.801000000000045,0.4266666666666667,146.0,26.0,0.8488372093023255,150.34,0.8488372093023255,11.643778148101774,N/A,3,3,4,2,3,4,4,N/A,3,2,5,1,4,7,6,"I started by looking at their scores and success rate for their initial tasks, then attempted to identify their stress level by whether or not they failed the next task they were given. The ones that failed I left to rest and then tried to evenly space out tasks between everyone. Some workers seemed to work faster but also were failing more. One worker worked slower but seemed to succeed more often so I tended to prioritize them.",4,4,3,4,3,4,2,3,4,4,2,5,4,4,3,3,4,Literal without Stress,Symbolic without Stress,Symbolic with Stress,Literal with Stress,Symbolic without Stress,Literal without Stress,Symbolic without Stress,Symbolic with Stress,"Yes, without the stress indicator I had to look for other insights from the other data. I thought perhaps the animations indicated stress though I realized this was not the case quite quickly in the conditions with the stress indicators. When there was not stress indicators I typically looked at how often a worker was failing a task, often watching to see how the number/graphic changed so I could try to guess their stress level.","Yes, I think without them there was a lot of guess work. I could only really tell if a worker was stressed by when they failed tasks or didn't.",Yes,I found keeping track of success rate and score easier in the literal conditions. I also liked seeing the history of their stress levels as it was sometimes clearer than keeping track of a graph. I also found it easier to use the task queue in the literal conditions.,"I preferred the graph for stress, although the text in the literal condition was easy to read I liked to be able to visualize the rate of change of stress so I could approximate how high it might go with each task.",I think I would include the % number alongside the stress graph and the successes and failures. I would also probably use the task queue from the literal visualizations.,This was a very interesting and engaging study! I really enjoyed it!
